sim,radiotype,radio,carrier,mcc,mnc,area,cellid,enbrnc,lcid,xarfcn,unit,band,fc,sigl,asu,signal,lat,lon,acc,time,speed,bearing,alt,api,device,rsrq,rssnr,ss,cqi,ta,rssi_cdma,rssi_evdo,ecio_cdma,ecio_evdo,n_radiotype,n_xarfcn,n_unit,n_band,n_fc,n_signal,n_rsrq
1,LTE,LTE+,Orange,214,3,1142,187414,732,22,0,335,0,0.0,3,41,-99,40.464271,-3.4377956,10.6,1610013579000,10.2,156.1,641.8,29,Xiaomi_M2002J9G,-12,9.4,-1000,-1,2,,,,,,,,,,,
1,LTE,LTE+,Orange,214,3,1142,187403,732,11,0,493,0,0.0,4,44,-96,40.4640276,-3.4376449,10.4,1610013584000,3.5,161.4,641.8,29,Xiaomi_M2002J9G,-10,9.4,-1000,-1,2,,,,,,,,,,,
1,LTE,LTE+,Orange,214,3,1142,187403,732,11,0,493,0,0.0,4,45,-95,40.4639264,-3.4376972,10.3,1610013590000,4.3,214.7,641.8,29,Xiaomi_M2002J9G,-8,10.4,-1000,-1,2,,,,,,,,,,,
1,LTE,LTE+,Orange,214,3,1142,187403,732,11,0,493,0,0.0,3,39,-101,40.4637161,-3.4381112,10.0,1610013595000,9.5,244.0,640.7,29,Xiaomi_M2002J9G,-9,7.2,-1000,-1,2,,,,,,,,,,,
1,LTE,LTE+,Orange,214,3,1142,187403,732,11,0,493,0,0.0,3,35,-105,40.4634738,-3.438744,9.9,1610013601000,8.6,246.0,640.7,29,Xiaomi_M2002J9G,-10,7.2,-1000,-1,2,,,,,,,,,,,
1,LTE,LTE,Orange,214,3,1142,187403,732,11,0,493,0,0.0,3,34,-106,40.4633668,-3.4390914,9.9,1610013606000,6.1,249.9,640.7,29,Xiaomi_M2002J9G,-12,2.8,-1000,-1,-1,,,,,,,,,,,
1,LTE,LTE,Orange,214,3,1142,187403,732,11,0,493,0,0.0,3,34,-106,40.4632351,-3.4395093,9.9,1610013611000,7.9,248.0,640.7,29,Xiaomi_M2002J9G,-13,2.8,-1000,-1,-1,,,,,,,,,,,
1,LTE,LTE,Orange,214,3,1142,187403,732,11,0,493,0,0.0,3,36,-104,40.4631285,-3.4398673,9.9,1610013616000,5.7,247.0,640.7,29,Xiaomi_M2002J9G,-11,-3.8,-1000,-1,-1,,,,,,,,,,,
1,LTE,LTE+,Orange,214,3,1142,187403,732,11,0,493,0,0.0,2,30,-110,40.4629929,-3.4401817,9.9,1610013621000,6.0,244.9,640.7,29,Xiaomi_M2002J9G,-10,-1.4,-1000,-1,3,,,,,,,,,,,
1,LTE,LTE,Orange,214,3,1142,187404,732,12,0,494,0,0.0,2,26,-114,40.4629342,-3.4404286,10.3,1610013626000,3.6,252.1,641.1,29,Xiaomi_M2002J9G,-12,3.4,-1000,-1,3,,,,,,,,,,,
1,LTE,LTE,Orange,214,3,1142,187404,732,12,0,494,0,0.0,2,24,-116,40.4629148,-3.4404757,10.3,1610013632000,1.1,236.1,644.3,29,Xiaomi_M2002J9G,-13,-0.4,-1000,-1,3,,,,,,,,,,,
1,LTE,LTE,Orange,214,3,1142,187404,732,12,0,494,0,0.0,2,24,-116,40.4629463,-3.4404305,10.2,1610013637000,0.2,19.8,643.7,29,Xiaomi_M2002J9G,-13,-0.4,-1000,-1,3,,,,,,,,,,,
1,LTE,LTE,Orange,214,3,1142,187404,732,12,0,494,0,0.0,3,34,-106,40.4642402,-3.4388679,119.1,1610019647965,-2000.0,-2000.0,642.8,29,Xiaomi_M2002J9G,-12,7.0,-1000,-1,2,,,,,,,,,,,
1,LTE,LTE,Orange,214,3,1142,187404,732,12,0,494,0,0.0,3,36,-104,40.4640321,-3.4387723,59.2,1610019653626,0.0,160.7,642.8,29,Xiaomi_M2002J9G,-12,7.0,-1000,-1,2,,,,,,,,,,,
